Date,County Name,Partially Covered,Fully Covered,Additional Dose
12/22/2020,York,479,,
10/27/2021,Monroe,150,70,829
07/02/2021,Northampton,241,393,
07/10/2021,Northumberland,16,39,
04/02/2021,Tioga,41,25,
10/13/2021,York,260,253,883
08/23/2021,Chester,346,390,99
03/02/2021,Chester,2426,691,
10/07/2021,Wyoming,22,27,25
10/11/2021,Lawrence,81,48,94
04/03/2021,Cameron,1,2,
04/03/2021,Clarion,19,7,
10/18/2021,Schuylkill,57,52,87
02/23/2021,Armstrong,181,141,
04/03/2021,Elk,16,15,
04/03/2021,Forest,1,2,
02/25/2021,Bucks,2009,1886,
03/29/2021,Wayne,392,65,
10/28/2021,Blair,121,51,374
04/03/2021,Jefferson,6,13,
07/11/2021,Lehigh,70,85,
04/03/2021,Mckean,21,69,
05/07/2021,Bedford,69,122,
03/03/2021,Armstrong,401,157,
01/29/2021,Carbon,225,57,
11/17/2021,Lancaster,328,111,1355
03/26/2021,Northumberland,239,270,
01/08/2021,Schuylkill,593,70,
08/19/2021,Delaware,534,431,124
05/09/2021,Snyder,7,14,
07/07/2021,Mifflin,40,81,
09/20/2021,Jefferson,20,29,1
06/03/2021,Adams,108,180,
04/04/2021,Armstrong,4,17,
04/04/2021,Bedford,9,13,
04/04/2021,Blair,19,28,
04/04/2021,Bradford,23,1,
09/30/2021,Wayne,21,27,33
11/11/2021,Fulton,9,2,27
04/04/2021,Cameron,1,1,
04/04/2021,Carbon,21,12,
04/26/2021,Pike,112,86,
04/04/2021,Clarion,6,7,
04/04/2021,Clearfield,4,18,
09/02/2021,Columbia,35,37,6
04/04/2021,Crawford,23,6,
06/07/2021,Fayette,79,174,
03/23/2021,Indiana,119,105,
01/09/2021,Lehigh,432,226,
08/28/2021,Allegheny,621,735,182
04/04/2021,Forest,1,,
04/04/2021,Fulton,2,,
04/04/2021,Greene,8,5,
04/04/2021,Huntingdon,3,5,
08/09/2021,Erie,193,177,
04/04/2021,Juniata,1,2,
02/09/2021,Tioga,225,50,
04/04/2021,Mckean,1,16,
04/04/2021,Mifflin,9,11,
06/24/2021,Cumberland,139,333,
07/21/2021,Lancaster,425,332,
06/22/2021,Bedford,20,36,
04/04/2021,Potter,1,,
11/02/2021,Wyoming,15,9,110
02/16/2021,Butler,578,387,
04/04/2021,Sullivan,,1,
04/04/2021,Susquehanna,6,2,
11/03/2021,Schuylkill,94,76,819
04/17/2021,Bucks,2928,2563,
04/04/2021,Warren,34,11,
07/08/2021,Beaver,62,113,
02/09/2021,Butler,1408,279,
08/07/2021,Indiana,38,26,
04/05/2021,Cameron,19,25,
06/07/2021,Montour,14,32,
05/13/2021,Cambria,135,345,
07/26/2021,Montgomery,635,429,
11/15/2021,Susquehanna,34,9,54
04/05/2021,Elk,58,44,
03/05/2021,Perry,155,116,
05/10/2021,Blair,126,352,
04/05/2021,Fulton,7,22,
10/16/2021,Allegheny,445,298,1067
02/03/2021,Franklin,522,196,
03/01/2021,Warren,27,42,
11/02/2021,Snyder,22,16,119
09/11/2021,Jefferson,15,17,2
04/05/2021,Mckean,70,43,
03/25/2021,Mercer,793,301,
04/05/2021,Potter,141,16,
07/23/2021,Philadelphia,386,299,
09/30/2021,Chester,305,240,694
04/05/2021,Tioga,25,53,
01/28/2021,Schuylkill,745,313,
06/11/2021,Wayne,45,279,
08/02/2021,Adams,84,49,
01/29/2021,York,1207,245,
04/13/2021,Juniata,130,67,
02/12/2021,Monroe,329,238,
04/06/2021,Cameron,23,10,
05/20/2021,Luzerne,982,1576,
08/25/2021,Columbia,38,35,6
04/06/2021,Fulton,7,16,
02/09/2021,Columbia,314,96,
01/12/2021,Sullivan,3,3,
07/14/2021,Centre,51,55,
06/25/2021,Lebanon,68,115,
04/06/2021,Potter,60,28,
02/09/2021,Northumberland,552,145,
04/20/2021,Jefferson,74,104,
08/20/2021,Lackawanna,161,167,165
02/22/2021,Jefferson,17,59,
04/27/2021,Adams,170,449,
02/21/2021,Monroe,50,38,
07/29/2021,Lancaster,353,248,
10/31/2021,Out-of-State,396,64,104
05/02/2021,Dauphin,133,255,
04/27/2021,Delaware,2156,2815,
04/02/2021,Montgomery,3619,5142,
04/07/2021,Fulton,70,18,
06/14/2021,Snyder,20,22,
09/14/2021,Lackawanna,91,129,24
06/27/2021,Delaware,175,185,
03/21/2021,Fulton,21,3,
12/19/2020,Cumberland,31,,
10/30/2021,Lebanon,55,44,165
02/11/2021,Cambria,987,140,
04/07/2021,Potter,27,25,
04/07/2021,Sullivan,21,23,
05/07/2021,Clearfield,99,125,
04/02/2021,Juniata,92,103,
10/19/2021,Franklin,95,71,244
04/08/2021,Bedford,145,135,
10/28/2021,Monroe,97,87,482
01/23/2021,Philadelphia,458,88,
10/28/2021,Clearfield,45,26,190
01/18/2021,Philadelphia,508,289,
02/09/2021,Delaware,1986,1156,
01/02/2021,Northampton,318,,
12/30/2020,Lehigh,896,,
05/29/2021,Erie,182,217,
04/08/2021,Fulton,100,14,
02/19/2021,Westmoreland,717,656,
04/02/2021,Sullivan,15,4,
05/03/2021,Washington,151,735,
07/22/2021,Franklin,104,76,
10/24/2021,Montgomery,285,171,613
10/24/2021,Bucks,299,95,447
09/26/2021,Lackawanna,30,51,44
04/08/2021,Sullivan,16,65,
09/29/2021,Huntingdon,19,24,24
10/22/2021,Perry,44,35,56
08/27/2021,Columbia,177,83,79
01/01/2021,Montgomery,66,2,
01/03/2021,Lebanon,288,,
05/29/2021,Out-of-State,697,773,
06/05/2021,Fayette,48,180,
10/16/2021,Lehigh,106,136,294
03/25/2021,Union,297,47,
05/14/2021,Beaver,278,418,
10/12/2021,Lehigh,133,178,345
10/10/2021,Lehigh,75,66,75
02/03/2021,Pike,87,116,
01/15/2021,Clearfield,69,6,
01/08/2021,Clinton,187,33,
10/26/2021,Northampton,277,130,1679
05/13/2021,Carbon,125,252,
09/21/2021,Union,9,14,6
03/30/2021,Forest,9,8,
10/09/2021,Venango,20,15,33
10/08/2021,Cambria,81,96,162
01/17/2021,Union,10,26,
02/06/2021,Armstrong,400,25,
04/15/2021,Forest,5,4,
06/30/2021,Dauphin,262,348,
08/12/2021,Luzerne,308,222,
08/06/2021,Allegheny,1150,595,
11/15/2021,Philadelphia,586,158,251
09/29/2021,Washington,136,116,372
04/10/2021,Elk,20,27,
04/10/2021,Forest,7,25,
04/10/2021,Fulton,9,25,
02/10/2021,Fayette,682,118,
10/08/2021,Carbon,37,37,45
04/10/2021,Jefferson,26,24,
11/17/2021,Perry,21,6,154
08/14/2021,Snyder,20,12,1
08/23/2021,Mifflin,34,17,3
04/10/2021,Mifflin,22,182,
03/01/2021,Philadelphia,2202,1090,
10/06/2021,Fulton,4,3,2
04/10/2021,Sullivan,15,41,
06/30/2021,Lawrence,36,57,
08/24/2021,Northumberland,86,63,5
08/08/2021,Berks,189,112,
10/12/2021,Columbia,24,32,28
04/11/2021,Bedford,1,14,
04/11/2021,Bradford,43,14,
04/11/2021,Cameron,,1,
04/11/2021,Clarion,5,10,
11/02/2021,Forest,3,1,26
08/19/2021,Bucks,461,439,170
04/11/2021,Elk,,8,
04/11/2021,Forest,,1,
11/09/2021,Monroe,221,59,307
04/11/2021,Fulton,,5,
04/03/2021,Delaware,2073,1996,
04/11/2021,Huntingdon,1,18,
04/11/2021,Indiana,17,31,
03/27/2021,Jefferson,60,14,
04/11/2021,Juniata,3,8,
03/15/2021,Northampton,1011,1058,
10/03/2021,Erie,85,80,116
03/01/2021,Lackawanna,946,704,
05/14/2021,Clearfield,89,109,
01/22/2021,Berks,1343,331,
12/24/2020,Lehigh,381,,
04/22/2021,Union,93,423,
03/06/2021,Berks,2457,870,
10/17/2021,Pike,4,11,1
04/11/2021,Sullivan,4,11,
04/11/2021,Tioga,21,23,
04/11/2021,Venango,14,25,
04/08/2021,Out-of-State,4033,6005,
01/17/2021,Bradford,7,,
10/25/2021,Adams,71,46,325
05/07/2021,Wayne,58,572,
10/27/2021,Washington,193,101,804
06/21/2021,Chester,286,404,
02/06/2021,Crawford,55,775,
03/06/2021,Mercer,104,679,
09/03/2021,Monroe,161,243,21
05/08/2021,Clinton,6,35,
04/12/2021,Forest,16,21,
04/09/2021,Sullivan,10,54,
04/12/2021,Jefferson,49,39,
04/12/2021,Mckean,2,120,
07/30/2021,Delaware,492,392,
11/14/2021,Mifflin,8,9,11
03/07/2021,Clinton,10,99,
09/02/2021,Pike,31,38,4
06/25/2021,Monroe,218,261,
04/12/2021,Potter,8,7,
03/11/2021,Greene,37,80,
04/12/2021,Sullivan,2,15,
11/10/2021,Beaver,194,73,334
04/12/2021,Tioga,77,126,
05/14/2021,Crawford,335,872,
04/12/2021,Warren,14,31,
06/04/2021,Crawford,46,91,
11/02/2021,Bradford,47,15,199
11/07/2021,Butler,74,43,109
01/22/2021,Warren,72,77,
08/23/2021,Mckean,13,16,5
04/13/2021,Cameron,14,8,
10/23/2021,Bedford,12,11,37
11/01/2021,Lawrence,104,49,201
02/03/2021,Clearfield,137,314,
04/13/2021,Forest,10,34,
04/13/2021,Fulton,7,15,
09/12/2021,Beaver,34,60,3
09/30/2021,Wyoming,11,17,17
05/13/2021,Pike,94,131,
03/18/2021,Clarion,161,194,
05/21/2021,Lawrence,168,138,
02/19/2021,Washington,967,582,
09/11/2021,Butler,61,94,20
05/18/2021,Washington,458,808,
02/13/2021,Fulton,3,1,
06/24/2021,Mercer,44,62,
08/05/2021,Lebanon,137,58,
12/21/2020,Blair,152,,
06/30/2021,Berks,351,605,
06/01/2021,Northampton,466,977,
03/10/2021,Indiana,302,634,
05/23/2021,Northampton,253,540,
04/07/2021,Somerset,104,448,
09/29/2021,Cambria,72,76,218
04/16/2021,Mercer,290,547,
06/22/2021,Columbia,36,56,
04/19/2021,Pike,101,317,
05/17/2021,Northumberland,119,137,
06/19/2021,Lawrence,27,49,
06/01/2021,Snyder,32,39,
04/14/2021,Fulton,7,8,
01/19/2021,Lycoming,302,169,
06/10/2021,Luzerne,333,711,
02/10/2021,Wayne,163,245,
02/25/2021,Berks,974,905,
04/12/2021,Blair,155,489,
06/15/2021,Huntingdon,10,71,
10/09/2021,Greene,11,8,6
04/14/2021,Sullivan,17,18,
10/11/2021,Fulton,14,12,2
08/15/2021,Clarion,2,5,2
06/02/2021,Lebanon,136,164,
11/15/2021,Clarion,19,12,31
06/07/2021,Centre,87,164,
08/28/2021,Juniata,16,4,4
08/05/2021,Franklin,141,84,
03/13/2021,Butler,469,729,
03/01/2021,York,1052,951,
04/15/2021,Fulton,12,145,
11/02/2021,Cameron,,,25
01/04/2021,Lackawanna,644,2,
02/21/2021,Lycoming,1,221,
05/26/2021,Forest,16,8,
02/21/2021,Somerset,2,,
04/15/2021,Potter,16,33,
09/04/2021,Monroe,85,113,10
09/09/2021,Mercer,73,59,18
03/04/2021,Indiana,187,515,
07/23/2021,Chester,412,321,
04/15/2021,Perry,120,188,
06/15/2021,Warren,14,49,
11/15/2021,Montour,16,3,46
11/03/2021,Wayne,106,52,340
08/06/2021,Northumberland,137,84,
04/22/2021,Beaver,803,617,
07/25/2021,Lehigh,125,39,
10/14/2021,Montour,13,11,46
09/30/2021,Clarion,20,15,137
04/15/2021,Bradford,319,35,
09/04/2021,Indiana,27,34,5
10/09/2021,Allegheny,468,351,989
03/20/2021,Philadelphia,1270,1510,
05/04/2021,Centre,128,634,
12/28/2020,Out-of-State,1484,,
12/19/2020,Montgomery,245,,
02/13/2021,Northampton,659,419,
03/26/2021,Schuylkill,673,616,
04/16/2021,Potter,108,58,
01/15/2021,Northumberland,164,4,
04/16/2021,Sullivan,18,13,
04/16/2021,Tioga,60,202,
03/19/2021,Warren,145,33,
02/06/2021,Huntingdon,183,8,
04/21/2021,Lawrence,222,276,
01/25/2021,Warren,210,43,
04/17/2021,Bedford,12,32,
06/09/2021,Washington,139,568,
08/20/2021,Blair,80,65,20
04/17/2021,Cameron,5,9,
09/23/2021,Allegheny,518,563,464
08/31/2021,Bucks,418,473,160
04/17/2021,Clinton,25,10,
04/17/2021,Crawford,48,73,
04/17/2021,Elk,20,16,
04/17/2021,Forest,2,1,
04/17/2021,Fulton,1,11,
07/31/2021,Washington,96,57,
07/05/2021,Delaware,180,220,
11/05/2021,Mckean,40,26,122
04/14/2021,Cambria,392,267,
04/17/2021,Mckean,25,32,
10/17/2021,York,84,84,72
03/01/2021,Fayette,69,516,
08/20/2021,Delaware,411,449,112
11/15/2021,Out-of-State,1436,259,529
08/16/2021,Lackawanna,123,152,82
06/14/2021,Delaware,338,1128,
04/17/2021,Tioga,48,10,
11/17/2021,Pike,104,29,523
04/17/2021,Venango,32,30,
02/04/2021,Philadelphia,1388,1094,
02/13/2021,Elk,33,1,
01/17/2021,Columbia,103,40,
02/02/2021,Lycoming,326,148,
09/20/2021,Susquehanna,19,29,6
01/21/2021,Mercer,339,25,
04/18/2021,Bradford,23,51,
03/06/2021,Fulton,10,3,
04/20/2021,Allegheny,7621,8182,
03/03/2021,Columbia,347,77,
04/18/2021,Clarion,2,1,
07/10/2021,Lackawanna,45,85,
06/17/2021,Wyoming,20,42,
04/18/2021,Columbia,19,19,
05/08/2021,Pike,57,101,
04/18/2021,Elk,7,,
04/16/2021,Adams,520,376,
04/18/2021,Fulton,4,,
04/18/2021,Greene,13,13,
04/18/2021,Huntingdon,23,2,
04/01/2021,Blair,441,518,
04/18/2021,Jefferson,7,6,
04/18/2021,Lawrence,54,193,
02/06/2021,Delaware,983,445,
10/30/2021,Berks,150,114,439
02/09/2021,Montour,113,28,
01/24/2021,Berks,516,226,
04/18/2021,Mckean,13,10,
04/18/2021,Mercer,17,14,
04/18/2021,Mifflin,17,3,
05/30/2021,Montgomery,382,500,
09/25/2021,Somerset,28,23,13
04/18/2021,Potter,1,1,
01/17/2021,Fayette,120,4,
04/18/2021,Snyder,7,9,
04/18/2021,Somerset,14,18,
04/18/2021,Sullivan,3,5,
03/08/2021,Jefferson,48,259,
04/18/2021,Tioga,13,3,
09/10/2021,Franklin,137,200,18
04/18/2021,Venango,10,4,
04/18/2021,Warren,11,8,
08/09/2021,Northumberland,193,58,
08/19/2021,Carbon,72,37,12
09/18/2021,Fulton,7,7,
01/20/2021,Warren,109,138,
01/05/2021,Philadelphia,1081,56,
07/06/2021,Snyder,13,14,
04/21/2021,Bradford,66,516,
02/11/2021,Lehigh,612,1064,
07/14/2021,Indiana,19,21,
11/03/2021,Huntingdon,26,21,106
11/09/2021,Lycoming,137,55,414
04/19/2021,Crawford,48,30,
02/25/2021,Clarion,20,380,
06/11/2021,Venango,76,203,
11/06/2021,Lycoming,55,14,115
09/19/2021,Perry,10,11,
04/19/2021,Fulton,4,21,
05/14/2021,Erie,687,679,
03/31/2021,Wayne,401,154,
05/15/2021,Pike,73,259,
08/04/2021,Westmoreland,311,157,
09/11/2021,Lehigh,267,274,33
09/18/2021,Allegheny,460,543,136
07/06/2021,Montgomery,391,607,
01/08/2021,Chester,904,273,
06/30/2021,Indiana,21,52,
04/19/2021,Potter,2,11,
04/19/2021,Sullivan,12,7,
10/22/2021,Butler,181,100,730
06/10/2021,Carbon,39,134,
05/25/2021,Allegheny,1772,2815,
04/19/2021,Venango,44,43,
06/29/2021,Northumberland,53,65,
04/20/2021,Bedford,123,94,
01/29/2021,Somerset,130,26,
04/20/2021,Cameron,3,13,
03/12/2021,Fayette,517,1412,
11/14/2021,Lawrence,42,13,143
05/12/2021,Allegheny,2048,4487,
09/16/2021,Philadelphia,325,322,23
01/26/2021,Allegheny,4556,2421,
01/26/2021,Franklin,404,93,
04/20/2021,Greene,52,79,
07/26/2021,Wyoming,24,9,
05/03/2021,Lawrence,98,215,
12/24/2020,Lancaster,256,,
04/23/2021,Montour,17,41,
11/06/2021,Huntingdon,34,8,39
11/17/2021,Mercer,58,11,94
05/25/2021,Westmoreland,557,870,
01/05/2021,Adams,33,2,
05/29/2021,Northampton,400,963,
01/15/2021,Lehigh,1332,125,
04/20/2021,Sullivan,29,15,
04/21/2021,Bedford,64,327,
12/19/2020,Franklin,128,,
03/20/2021,Montour,92,10,
06/11/2021,Union,18,52,
10/17/2021,Beaver,53,45,572
04/13/2021,Lackawanna,665,1115,
04/21/2021,Forest,5,11,
07/05/2021,Northampton,105,117,
02/10/2021,Philadelphia,1755,813,
08/18/2021,Fayette,95,71,37
05/16/2021,Clarion,9,14,
09/18/2021,Northumberland,39,68,5
04/08/2021,Northampton,1980,1912,
03/01/2021,Butler,611,1385,
04/12/2021,Perry,87,62,
04/21/2021,Potter,17,34,
12/26/2020,Columbia,76,,
07/28/2021,Berks,367,292,
08/18/2021,Susquehanna,39,13,3
12/26/2020,Lackawanna,129,,
12/20/2020,Franklin,5,,
03/09/2021,Wyoming,43,140,
10/21/2021,Tioga,26,18,36
04/22/2021,Bedford,157,56,
07/10/2021,Carbon,20,29,
04/07/2021,Adams,507,514,
01/30/2021,Clinton,158,8,
12/17/2020,Bucks,73,,
04/22/2021,Elk,135,54,
04/22/2021,Forest,2,14,
04/22/2021,Fulton,49,114,
04/22/2021,Greene,46,80,
08/18/2021,York,416,327,52
11/08/2021,Columbia,47,12,197
08/14/2021,Dauphin,278,155,26
01/03/2021,Northumberland,88,11,
05/28/2021,Luzerne,662,1137,
01/09/2021,Franklin,51,76,
08/18/2021,Tioga,26,24,
01/16/2021,Chester,459,69,
04/22/2021,Tioga,137,240,
10/12/2021,Huntingdon,15,20,25
07/12/2021,Cumberland,89,128,
03/01/2021,Monroe,172,353,
07/13/2021,Clearfield,25,33,
01/04/2021,Monroe,155,,
02/02/2021,Franklin,378,131,
04/23/2021,Elk,44,57,
12/30/2020,Philadelphia,565,,
05/05/2021,Lehigh,877,1843,
01/27/2021,Cumberland,1218,312,
08/02/2021,Butler,159,76,
04/23/2021,Mckean,29,126,
06/27/2021,Adams,13,20,
04/23/2021,Potter,30,244,
05/26/2021,Carbon,66,396,
04/23/2021,Tioga,63,48,
12/31/2020,Lawrence,137,,
02/18/2021,Cambria,190,268,
10/01/2021,Warren,13,30,23
03/02/2021,Clarion,170,326,
05/04/2021,Warren,89,356,
11/16/2021,Tioga,45,21,124
08/21/2021,Montgomery,458,420,165
04/24/2021,Cameron,9,2,
05/08/2021,Perry,134,81,
11/09/2021,Somerset,40,18,139
04/24/2021,Crawford,64,35,
04/24/2021,Forest,6,9,
04/24/2021,Fulton,12,6,
04/24/2021,Greene,43,42,
01/25/2021,Luzerne,1673,229,
09/23/2021,Indiana,27,27,8
10/31/2021,Snyder,4,9,16
09/07/2021,Lackawanna,109,171,67
07/10/2021,Fayette,27,39,
10/01/2021,Cambria,85,92,148
10/31/2021,Tioga,13,3,18
08/29/2021,Montgomery,320,374,88
05/17/2021,Philadelphia,979,1307,
10/29/2021,Potter,13,3,36
04/24/2021,Potter,16,10,
09/01/2021,Beaver,110,97,21
09/27/2021,Carbon,40,30,37
04/24/2021,Sullivan,7,22,
07/31/2021,Westmoreland,167,64,
01/25/2021,Venango,297,74,
05/24/2021,Cumberland,477,561,
06/25/2021,Luzerne,287,622,
07/23/2021,Schuylkill,113,109,
04/25/2021,Armstrong,6,4,
11/07/2021,Schuylkill,46,16,84
04/25/2021,Butler,49,24,
04/25/2021,Cambria,17,19,
04/25/2021,Cameron,,1,
02/02/2021,Washington,576,249,
04/25/2021,Clarion,8,7,
04/25/2021,Clearfield,27,11,
03/03/2021,Tioga,212,35,
04/25/2021,Elk,3,21,
04/02/2021,Butler,588,1358,
04/25/2021,Forest,,1,
08/09/2021,Lackawanna,165,110,
09/08/2021,Montgomery,416,535,158
09/30/2021,Armstrong,47,41,159
05/18/2021,Lehigh,1335,2311,
08/18/2021,Washington,160,117,46
04/07/2021,Snyder,64,119,
09/20/2021,Lebanon,73,87,11
09/15/2021,Out-of-State,489,417,27
04/25/2021,Mckean,19,2,
04/25/2021,Mifflin,14,8,
04/25/2021,Montour,,8,
08/05/2021,Wayne,50,27,
04/25/2021,Perry,8,5,
04/25/2021,Potter,1,,
04/25/2021,Snyder,10,23,
04/25/2021,Somerset,25,20,
04/25/2021,Sullivan,4,1,
04/25/2021,Susquehanna,10,10,
07/17/2021,Lycoming,35,47,
03/31/2021,Crawford,475,370,
07/26/2021,Carbon,44,28,
04/25/2021,Warren,18,37,
04/18/2021,Perry,15,18,
03/29/2021,Washington,838,627,
04/27/2021,Northampton,1167,1111,
05/25/2021,Luzerne,546,986,
02/02/2021,Huntingdon,135,326,
04/26/2021,Clarion,37,27,
12/23/2020,Berks,428,,
04/17/2021,Somerset,92,252,
05/17/2021,Lancaster,1537,2088,
04/30/2021,Clearfield,232,92,
04/26/2021,Forest,34,8,
04/26/2021,Fulton,25,9,
04/26/2021,Greene,23,68,
03/06/2021,Beaver,1334,239,
01/30/2021,Montour,125,243,
08/30/2021,Warren,28,20,4
04/26/2021,Mckean,22,30,
01/14/2021,Union,53,14,
01/15/2021,Lancaster,1233,175,
11/11/2021,Warren,42,42,372
04/10/2021,Cambria,279,1477,
09/01/2021,Mifflin,69,71,21
04/26/2021,Potter,2,8,
04/10/2021,Montour,80,49,
04/26/2021,Tioga,17,131,
06/02/2021,Lehigh,614,972,
02/08/2021,Lycoming,389,44,
04/29/2021,Chester,3112,3614,
07/09/2021,Chester,278,432,
05/29/2021,Chester,539,1230,
04/27/2021,Bradford,106,134,
05/25/2021,Juniata,25,23,
04/27/2021,Cameron,2,13,
08/25/2021,Montour,11,14,1
12/27/2020,Northumberland,56,,
09/09/2021,Columbia,35,33,5
04/27/2021,Forest,6,22,
08/30/2021,Monroe,127,163,31
04/27/2021,Fulton,60,10,
10/10/2021,Mckean,8,2,4
09/05/2021,Westmoreland,110,129,18
04/29/2021,Westmoreland,825,2004,
03/03/2021,Indiana,140,114,
08/03/2021,Mifflin,23,10,
06/03/2021,Lehigh,692,1517,
04/22/2021,Mckean,142,62,
02/17/2021,Bucks,1725,2183,
11/06/2021,Chester,831,126,1045
04/27/2021,Potter,14,49,
04/27/2021,Sullivan,7,7,
03/15/2021,Armstrong,227,123,
12/23/2020,Elk,19,,
04/27/2021,Venango,35,112,
02/03/2021,Lebanon,172,64,
09/02/2021,Monroe,114,182,26
04/10/2021,Potter,205,18,
07/08/2021,Franklin,77,87,
09/05/2021,Schuylkill,44,46,4
11/08/2021,Crawford,31,22,83
01/11/2021,York,838,242,
04/04/2021,Monroe,78,42,
04/28/2021,Forest,2,9,
04/28/2021,Fulton,3,121,
04/28/2021,Huntingdon,52,60,
05/17/2021,Lawrence,95,117,
01/20/2021,Susquehanna,181,30,
08/20/2021,Mercer,66,68,20
08/31/2021,Centre,92,92,46
04/14/2021,Indiana,228,154,
09/07/2021,Chester,250,394,128
11/09/2021,Cumberland,456,138,706
11/06/2021,Somerset,36,19,55
04/28/2021,Potter,9,29,
01/09/2021,Montgomery,703,207,
09/08/2021,Berks,304,370,42
04/28/2021,Sullivan,7,19,
03/23/2021,Montgomery,3895,2002,
02/28/2021,Northampton,400,432,
04/28/2021,Venango,41,94,
04/25/2021,Centre,213,146,
09/17/2021,Berks,394,383,40
09/18/2021,Lackawanna,99,107,18
01/07/2021,Snyder,182,58,
09/27/2021,Susquehanna,15,10,3
05/21/2021,Fayette,243,189,
07/01/2021,Wyoming,11,35,
04/29/2021,Cameron,,8,
01/31/2021,Northampton,300,156,
11/08/2021,Franklin,178,74,290
10/10/2021,Mifflin,4,7,5
09/13/2021,Montgomery,405,521,189
04/29/2021,Forest,4,28,
04/29/2021,Fulton,10,92,
07/14/2021,Washington,85,93,
04/09/2021,Fayette,936,805,
08/28/2021,Franklin,106,107,7
06/09/2021,Greene,43,127,
08/02/2021,Montour,7,8,
03/22/2021,Lycoming,302,282,
07/25/2021,Berks,134,71,
09/17/2021,Venango,23,44,8
03/02/2021,Warren,73,36,
04/29/2021,Sullivan,13,23,
04/07/2021,Jefferson,127,82,
04/21/2021,Warren,342,320,
07/16/2021,Montgomery,399,464,
04/29/2021,Venango,45,158,
04/01/2021,Chester,4649,3105,
12/31/2020,Lebanon,149,,
04/30/2021,Cameron,5,9,
04/30/2021,Clarion,25,30,
04/13/2021,Mckean,176,1085,
08/16/2021,Jefferson,23,15,3
02/10/2021,Clearfield,578,42,
04/30/2021,Elk,31,59,
04/16/2021,Northumberland,263,253,
04/30/2021,Forest,4,6,
04/30/2021,Fulton,50,11,
02/15/2021,Venango,127,191,
10/29/2021,Huntingdon,47,56,486
04/30/2021,Jefferson,44,68,
04/11/2021,Perry,14,59,
04/30/2021,Potter,43,192,
03/17/2021,Allegheny,8802,6915,
04/30/2021,Tioga,76,52,
03/24/2021,Montgomery,4452,2621,
02/11/2021,Mercer,598,287,
02/11/2021,Lawrence,348,198,
09/21/2021,Montgomery,362,384,161
12/28/2020,Bucks,866,,
11/08/2021,Greene,11,8,37
10/25/2021,Fulton,15,20,43
05/01/2021,Bedford,27,77,
10/11/2021,Huntingdon,14,23,18
05/01/2021,Bradford,33,71,
05/01/2021,Cameron,,1,
05/01/2021,Clarion,6,53,
04/24/2021,Clinton,28,50,
11/17/2021,Warren,10,13,51
06/01/2021,Wayne,61,85,
05/05/2021,Schuylkill,351,556,
05/01/2021,Forest,4,3,
06/27/2021,Bucks,134,211,
05/01/2021,Fulton,5,12,
09/09/2021,Erie,126,151,63
05/12/2021,Berks,1124,1516,
05/01/2021,Jefferson,14,17,
12/19/2020,Crawford,429,,
11/15/2021,Lehigh,683,184,1422
05/12/2021,Wyoming,74,95,
11/17/2021,Fulton,9,1,19
01/26/2021,Blair,158,67,
06/22/2021,Carbon,37,111,
09/01/2021,Erie,117,153,34
04/27/2021,Franklin,278,511,
05/01/2021,Tioga,17,40,
03/01/2021,Allegheny,3767,3443,
03/05/2021,Cambria,287,842,
01/12/2021,Indiana,45,108,
07/31/2021,Erie,118,68,
05/02/2021,Bedford,3,2,
05/02/2021,Blair,13,10,
12/28/2020,Mifflin,44,,
05/02/2021,Cambria,19,3,
05/02/2021,Cameron,,1,
05/02/2021,Clarion,2,7,
05/02/2021,Clinton,10,45,
10/16/2021,Crawford,65,33,520
04/26/2021,Adams,382,195,
05/01/2021,Clearfield,97,58,
11/14/2021,Huntingdon,6,3,11
08/19/2021,Philadelphia,362,309,16
05/02/2021,Elk,3,10,
04/25/2021,Allegheny,759,1375,
02/05/2021,Lehigh,1406,1291,
05/02/2021,Forest,,3,
10/09/2021,Centre,27,16,122
05/02/2021,Fulton,4,,
05/02/2021,Greene,3,11,
10/09/2021,Delaware,278,216,305
05/02/2021,Juniata,1,4,
07/01/2021,Northumberland,61,116,
05/02/2021,Mckean,20,2,
05/02/2021,Mercer,36,8,
03/08/2021,Lackawanna,428,993,
05/02/2021,Montour,5,11,
02/08/2021,Wayne,96,46,
05/02/2021,Potter,1,,
10/27/2021,Allegheny,1042,619,4496
05/02/2021,Snyder,26,19,
05/02/2021,Susquehanna,5,10,
02/13/2021,Lackawanna,432,225,
01/31/2021,Indiana,73,36,
05/02/2021,Venango,5,24,
01/19/2021,Columbia,215,24,
10/13/2021,Allegheny,858,449,2491
05/02/2021,Wayne,14,19,
05/02/2021,Wyoming,22,16,
12/20/2020,Cambria,9,,
02/15/2021,Beaver,274,180,
04/07/2021,Wyoming,143,180,
05/03/2021,Bradford,37,69,
12/18/2020,Delaware,196,,
01/12/2021,Clinton,103,31,
05/03/2021,Clarion,29,101,
09/09/2021,Adams,63,70,52
01/10/2021,Lancaster,186,171,
10/05/2021,Wayne,26,20,60
05/03/2021,Elk,20,40,
05/15/2021,Out-of-State,1788,1617,
03/11/2021,Cambria,1115,749,
05/03/2021,Fulton,7,7,
11/10/2021,Montour,14,8,171
04/21/2021,York,2029,2121,
02/16/2021,Crawford,837,208,
01/08/2021,Bucks,661,551,
05/03/2021,Juniata,45,21,
04/08/2021,Chester,3593,3502,
10/02/2021,Bucks,293,235,482
