Date,County Name,Partially Covered,Fully Covered,Additional Dose
06/26/2021,Columbia,79,227,
06/30/2021,Franklin,70,99,
09/23/2021,Lebanon,62,88,14
04/18/2021,Carbon,19,32,
05/09/2021,Lehigh,102,365,
12/21/2020,Cambria,219,,
02/02/2021,Allegheny,3966,2920,
06/06/2021,Chester,304,950,
02/03/2021,Greene,230,50,
04/27/2021,Clinton,50,77,
08/22/2021,Lycoming,31,31,2
07/13/2021,Philadelphia,220,280,
02/16/2021,Mifflin,175,281,
07/18/2021,Venango,9,7,
03/20/2021,Monroe,1448,370,
04/18/2021,Monroe,108,163,
07/21/2021,Clarion,20,15,
04/30/2021,Cumberland,1012,2053,
08/04/2021,Northumberland,89,52,
02/13/2021,Venango,90,24,
09/22/2021,Somerset,36,33,20
01/28/2021,Westmoreland,1681,579,
10/05/2021,Beaver,116,113,321
06/10/2021,Wayne,48,69,
08/06/2021,York,536,318,
05/19/2021,Clearfield,299,174,
04/16/2021,Monroe,636,1143,
04/16/2021,Indiana,178,1132,
08/31/2021,Lycoming,65,90,12
08/08/2021,Mifflin,13,4,
06/20/2021,Westmoreland,37,119,
07/09/2021,Butler,96,145,
06/18/2021,Snyder,6,31,
06/29/2021,Philadelphia,293,557,
03/12/2021,Mifflin,111,288,
01/02/2021,Philadelphia,171,1,
11/07/2021,Lawrence,38,23,59
04/29/2021,Snyder,148,113,
01/11/2021,Perry,49,9,
10/02/2021,York,180,193,657
07/13/2021,Montgomery,399,502,
01/25/2021,Blair,244,68,
08/02/2021,Clinton,23,13,
03/24/2021,Northampton,2563,1079,
12/23/2020,Greene,43,,
09/26/2021,Fulton,1,1,
10/10/2021,Montour,6,3,2
08/22/2021,Carbon,13,13,2
11/05/2021,Bucks,1021,243,1814
11/05/2021,Mifflin,30,19,54
01/08/2021,Bedford,68,20,
09/08/2021,Columbia,69,32,25
07/31/2021,Philadelphia,253,182,
06/03/2021,Huntingdon,26,79,
11/05/2021,York,377,246,1268
06/02/2021,Montgomery,870,2137,
04/13/2021,Schuylkill,881,517,
02/27/2021,Northampton,404,691,
04/23/2021,Lawrence,126,284,
04/25/2021,Lackawanna,127,262,
02/18/2021,Centre,76,75,
01/11/2021,Indiana,20,113,
01/19/2021,Washington,524,390,
02/17/2021,Carbon,72,445,
10/12/2021,Luzerne,197,169,511
01/17/2021,Carbon,84,1,
10/27/2021,Beaver,214,95,553
09/08/2021,Dauphin,164,196,34
03/14/2021,Juniata,3,31,
02/20/2021,Wayne,32,249,
05/21/2021,Indiana,239,757,
01/29/2021,Mifflin,242,15,
11/13/2021,Columbia,170,13,83
09/04/2021,Montour,4,10,1
12/29/2020,Lancaster,617,,
07/09/2021,Allegheny,506,817,
02/10/2021,Warren,78,326,
09/04/2021,Luzerne,168,194,12
12/28/2020,Susquehanna,75,,
04/22/2021,Centre,1819,1197,
04/09/2021,Beaver,219,1547,
04/26/2021,York,1353,1923,
01/18/2021,Columbia,284,73,
02/27/2021,Snyder,15,154,
03/16/2021,Luzerne,946,1661,
09/18/2021,Bucks,224,364,105
02/25/2021,Crawford,145,57,
04/30/2021,Philadelphia,1053,1625,
03/25/2021,Clearfield,195,48,
09/02/2021,Montgomery,423,457,137
08/15/2021,Berks,173,147,22
02/01/2021,Schuylkill,49,87,
02/08/2021,Berks,520,681,
11/13/2021,Venango,83,17,50
03/15/2021,Bradford,10,139,
10/06/2021,Juniata,10,25,107
04/23/2021,Somerset,330,308,
03/20/2021,Perry,829,108,
10/27/2021,Chester,680,232,1552
10/29/2021,Union,22,20,158
09/13/2021,Monroe,133,156,26
10/28/2021,Somerset,69,23,300
08/25/2021,Indiana,44,48,8
10/12/2021,Warren,12,29,25
10/19/2021,Perry,21,15,29
09/29/2021,Union,31,48,49
02/27/2021,Greene,26,77,
10/06/2021,Philadelphia,434,339,336
10/14/2021,Indiana,21,25,57
08/06/2021,Columbia,67,59,
04/26/2021,Berks,1133,1139,
07/09/2021,Cambria,53,69,
03/10/2021,Columbia,134,333,
05/26/2021,Lancaster,685,1120,
01/04/2021,Snyder,38,10,
09/08/2021,Cumberland,116,172,36
04/30/2021,Lehigh,2036,2554,
02/20/2021,Butler,261,525,
08/18/2021,Mifflin,53,57,6
10/18/2021,Sullivan,2,5,1
02/22/2021,Greene,11,18,
03/25/2021,Delaware,2963,1597,
03/25/2021,Cumberland,1962,843,
06/21/2021,Lawrence,36,24,
02/04/2021,Potter,30,4,
07/05/2021,Dauphin,94,169,
09/17/2021,Somerset,33,55,1
09/25/2021,Butler,65,108,145
02/08/2021,Beaver,511,168,
06/26/2021,Montgomery,388,625,
11/12/2021,Lawrence,104,35,179
08/19/2021,Chester,341,327,128
03/20/2021,Cambria,657,708,
06/11/2021,Northumberland,114,196,
06/01/2021,Dauphin,385,894,
11/08/2021,Mercer,101,34,214
11/05/2021,Bradford,87,26,184
11/02/2021,Delaware,661,246,1417
09/15/2021,Lebanon,89,109,10
05/16/2021,Venango,27,18,
08/21/2021,Wayne,15,20,2
09/24/2021,Huntingdon,43,41,17
04/05/2021,Philadelphia,1198,1578,
07/21/2021,Montour,11,1,
02/17/2021,Armstrong,204,158,
12/28/2020,Cumberland,295,,
11/12/2021,Carbon,65,20,195
07/14/2021,Clearfield,22,84,
05/15/2021,Columbia,156,230,
04/02/2021,Lebanon,534,173,
05/12/2021,Pike,208,184,
07/15/2021,Mifflin,8,11,
10/15/2021,Mifflin,18,42,19
01/19/2021,Mifflin,82,46,
02/19/2021,Lawrence,303,222,
04/28/2021,Lycoming,275,258,
11/15/2021,Perry,32,25,75
05/09/2021,Dauphin,105,204,
05/08/2021,Lawrence,50,166,
09/14/2021,Snyder,11,15,
04/13/2021,Susquehanna,106,133,
09/30/2021,Huntingdon,21,28,14
02/05/2021,Beaver,308,236,
11/15/2021,Montgomery,1408,367,2077
03/21/2021,Luzerne,584,80,
10/14/2021,Perry,26,26,18
04/12/2021,Clinton,103,101,
10/16/2021,Blair,31,29,24
01/14/2021,Chester,1379,235,
12/31/2020,Allegheny,1516,1,
12/17/2020,Out-of-State,121,,
05/29/2021,Allegheny,920,1362,
01/29/2021,Bucks,2198,170,
05/16/2021,York,220,1139,
09/17/2021,Cambria,88,130,5
11/02/2021,Butler,166,105,801
03/15/2021,Mercer,268,351,
07/31/2021,Warren,15,4,
08/21/2021,Luzerne,151,162,28
05/05/2021,Montgomery,2019,3771,
08/03/2021,Beaver,126,76,
01/28/2021,Berks,1790,324,
07/10/2021,Lebanon,79,139,
04/23/2021,Fayette,177,536,
04/20/2021,Wayne,175,285,
07/03/2021,Mercer,28,26,
12/19/2020,Clinton,14,,
01/26/2021,Bucks,1192,711,
09/12/2021,Philadelphia,102,94,3
09/29/2021,Allegheny,870,538,2286
02/07/2021,Cumberland,356,143,
10/27/2021,Delaware,599,311,1587
09/20/2021,Lehigh,241,376,135
06/15/2021,Out-of-State,573,1011,
11/16/2021,Lycoming,122,57,297
02/20/2021,Montgomery,844,1240,
07/11/2021,Lancaster,71,81,
01/26/2021,Forest,44,4,
09/28/2021,Bradford,52,32,39
05/28/2021,Clearfield,79,245,
07/07/2021,Lawrence,26,46,
07/06/2021,Fayette,47,60,
04/29/2021,Crawford,84,126,
05/27/2021,Luzerne,506,955,
06/06/2021,Northumberland,17,95,
03/07/2021,Union,54,84,
02/24/2021,Wayne,227,153,
07/23/2021,York,367,376,
02/13/2021,York,996,524,
09/06/2021,Sullivan,,,1
06/18/2021,Lycoming,42,115,
04/18/2021,Northampton,560,564,
03/09/2021,Butler,2086,677,
09/28/2021,Susquehanna,12,23,18
02/17/2021,Susquehanna,64,116,
09/17/2021,Franklin,130,169,14
01/28/2021,Bucks,2271,516,
05/25/2021,Adams,206,213,
09/13/2021,Jefferson,28,27,4
01/27/2021,Forest,44,1,
05/13/2021,Erie,487,926,
03/05/2021,Washington,1861,745,
04/05/2021,Montour,102,35,
06/04/2021,Bedford,34,62,
12/31/2020,Indiana,11,,
09/15/2021,Carbon,42,55,13
01/23/2021,Luzerne,974,96,
06/28/2021,Northampton,170,202,
10/19/2021,Armstrong,30,27,90
01/13/2021,Delaware,1228,354,
10/26/2021,Somerset,78,28,188
08/28/2021,Northampton,184,301,78
03/05/2021,Crawford,1075,191,
07/17/2021,Cumberland,94,138,
04/28/2021,Lancaster,1323,3697,
02/18/2021,Bucks,371,497,
10/14/2021,Centre,69,51,348
08/03/2021,Lebanon,132,82,
09/22/2021,Snyder,19,21,8
03/14/2021,Columbia,12,174,
01/13/2021,Venango,175,41,
08/24/2021,Clearfield,44,46,11
03/16/2021,Franklin,427,473,
10/12/2021,Venango,40,37,306
11/08/2021,York,372,189,972
01/26/2021,Fayette,482,125,
06/19/2021,Delaware,331,811,
11/01/2021,Mckean,93,38,262
01/15/2021,Mifflin,76,,
01/29/2021,Northumberland,447,96,
12/23/2020,Jefferson,74,,
11/06/2021,Dauphin,284,81,324
09/23/2021,Fulton,5,5,
05/22/2021,Elk,25,30,
08/11/2021,Columbia,30,21,
02/17/2021,Lackawanna,425,668,
03/05/2021,Bradford,71,321,
06/02/2021,Centre,134,735,
09/10/2021,Mifflin,35,29,2
10/01/2021,Wayne,34,25,42
08/27/2021,Philadelphia,326,350,20
02/25/2021,Monroe,244,252,
04/08/2021,Carbon,274,419,
10/16/2021,Luzerne,96,85,144
07/06/2021,Huntingdon,13,11,
06/10/2021,Monroe,209,360,
10/04/2021,Cameron,2,3,7
06/24/2021,Franklin,47,147,
02/18/2021,Chester,455,176,
02/03/2021,Somerset,88,32,
04/19/2021,Greene,56,352,
02/25/2021,Indiana,151,117,
05/18/2021,Huntingdon,59,55,
06/03/2021,Carbon,57,158,
01/05/2021,Clearfield,246,,
10/02/2021,Centre,35,33,111
11/15/2021,Sullivan,1,,11
09/21/2021,Sullivan,2,6,1
10/15/2021,Lehigh,211,264,603
09/01/2021,Schuylkill,102,111,50
04/22/2021,Wayne,192,662,
03/23/2021,Cambria,762,125,
05/05/2021,Berks,1399,1483,
02/26/2021,Luzerne,1340,1486,
04/04/2021,Fayette,30,35,
07/09/2021,Lancaster,278,368,
02/08/2021,Mifflin,185,7,
01/03/2021,Lancaster,650,,
02/07/2021,Monroe,94,89,
12/23/2020,Montgomery,1029,,
04/27/2021,Monroe,928,641,
01/27/2021,Crawford,292,490,
08/08/2021,Fayette,51,12,
06/26/2021,Wayne,41,38,
08/30/2021,Wayne,37,44,4
09/19/2021,Berks,117,184,15
10/31/2021,Clinton,9,5,8
04/17/2021,Chester,1599,2173,
02/03/2021,Beaver,456,175,
07/30/2021,Bucks,409,403,
06/13/2021,Monroe,19,111,
11/08/2021,Montour,10,5,39
04/05/2021,Forest,4,5,
01/04/2021,Venango,82,,
11/14/2021,Mercer,29,10,61
03/02/2021,Butler,958,1330,
05/11/2021,Fayette,167,407,
11/13/2021,Blair,156,29,109
10/18/2021,Jefferson,12,20,41
11/15/2021,Washington,274,94,586
04/25/2021,Mercer,14,13,
04/07/2021,Philadelphia,1441,1846,
05/12/2021,Somerset,53,179,
05/21/2021,Erie,447,753,
05/21/2021,Montgomery,2289,5065,
05/12/2021,Forest,11,13,
11/12/2021,Washington,397,93,726
10/18/2021,Erie,182,123,642
04/16/2021,Montgomery,5514,4907,
10/21/2021,Greene,12,20,31
08/31/2021,Cameron,,7,1
04/10/2021,Snyder,374,184,
05/18/2021,York,902,1271,
02/16/2021,Greene,355,11,
10/10/2021,Washington,43,73,97
08/16/2021,Columbia,28,29,3
01/04/2021,Fayette,75,1,
02/28/2021,Bedford,96,176,
07/25/2021,Clearfield,20,8,
07/25/2021,Northampton,75,30,
05/28/2021,Northumberland,146,177,
12/23/2020,Susquehanna,29,,
08/24/2021,Lawrence,67,49,10
11/09/2021,Erie,362,85,764
05/22/2021,Westmoreland,354,413,
05/13/2021,Centre,687,1706,
09/15/2021,Erie,153,170,27
03/25/2021,Warren,443,240,
08/24/2021,Delaware,457,476,88
01/26/2021,Fulton,4,,
08/28/2021,Jefferson,18,16,
03/25/2021,Out-of-State,5151,3719,
02/09/2021,Dauphin,636,355,
05/17/2021,Blair,196,288,
08/27/2021,Fulton,12,6,1
08/06/2021,Armstrong,123,46,
04/28/2021,Erie,528,2235,
09/19/2021,Northampton,75,116,12
03/29/2021,Mckean,25,35,
03/13/2021,Dauphin,1159,1002,
07/17/2021,Venango,11,13,
06/06/2021,Allegheny,343,641,
07/26/2021,Allegheny,825,449,
09/04/2021,Greene,8,21,2
02/18/2021,Mckean,67,235,
09/30/2021,Schuylkill,66,75,78
10/23/2021,Lebanon,59,34,207
12/22/2020,Jefferson,179,,
06/12/2021,Montgomery,530,2055,
06/23/2021,Luzerne,246,453,
07/16/2021,Lancaster,296,341,
03/17/2021,Fayette,355,481,
03/25/2021,Somerset,923,128,
01/21/2021,Bedford,128,19,
04/06/2021,Union,124,313,
07/24/2021,Blair,41,30,
09/09/2021,Luzerne,218,254,158
08/05/2021,Centre,89,90,
08/19/2021,Fulton,3,3,
04/08/2021,Westmoreland,2116,2006,
11/16/2021,Montour,13,2,111
09/18/2021,Mercer,44,45,3
09/23/2021,Mckean,10,20,2
11/04/2021,Cameron,1,,11
06/09/2021,Centre,124,561,
08/05/2021,Union,12,19,
03/07/2021,Chester,520,427,
06/08/2021,Butler,135,356,
03/16/2021,Erie,663,1866,
10/22/2021,Cumberland,266,156,697
09/14/2021,Adams,59,70,14
04/26/2021,Columbia,62,266,
02/09/2021,Lehigh,874,1521,
05/21/2021,Snyder,65,148,
01/11/2021,Lycoming,117,111,
01/12/2021,Schuylkill,515,144,
03/26/2021,Westmoreland,1867,1228,
08/03/2021,Franklin,125,73,
10/03/2021,Susquehanna,4,4,
02/12/2021,Cumberland,563,413,
12/19/2020,Union,50,,
07/30/2021,Fayette,86,42,
01/04/2021,Bucks,853,49,
02/02/2021,Armstrong,251,261,
02/28/2021,Erie,66,83,
01/02/2021,York,399,,
06/06/2021,Lehigh,117,186,
11/09/2021,Mercer,165,63,256
04/24/2021,Bucks,3459,2771,
09/16/2021,Out-of-State,419,449,30
01/26/2021,Clinton,144,21,
02/24/2021,Blair,153,393,
05/17/2021,Centre,236,1356,
05/25/2021,Clarion,31,14,
03/31/2021,Mifflin,186,142,
03/01/2021,Clinton,98,141,
01/15/2021,Potter,7,12,
02/14/2021,Lycoming,76,21,
01/27/2021,Cameron,78,14,
06/10/2021,Erie,215,721,
10/30/2021,Huntingdon,27,38,45
03/05/2021,Mckean,168,13,
10/31/2021,Armstrong,17,14,51
09/17/2021,Perry,28,55,4
05/25/2021,Perry,64,149,
10/07/2021,Fulton,2,1,5
01/13/2021,Chester,835,403,
03/12/2021,Indiana,277,460,
01/03/2021,Chester,227,,
03/17/2021,Greene,131,252,
04/09/2021,Mercer,236,439,
04/05/2021,Snyder,97,72,
06/26/2021,Cambria,37,52,
02/09/2021,Chester,1755,1221,
12/26/2020,Schuylkill,100,,
06/21/2021,Centre,65,45,
10/19/2021,Wyoming,12,11,39
11/01/2021,Snyder,16,12,69
03/23/2021,Bucks,3954,2644,
11/12/2021,Bedford,37,22,134
05/31/2021,Lehigh,77,35,
04/02/2021,Lackawanna,841,861,
03/05/2021,Schuylkill,706,533,
11/06/2021,Franklin,77,32,101
11/17/2021,Philadelphia,478,124,357
08/23/2021,Berks,406,355,73
04/28/2021,Northumberland,206,175,
02/20/2021,Lackawanna,112,355,
12/22/2020,Franklin,112,,
09/26/2021,Tioga,3,7,3
04/13/2021,Beaver,542,437,
06/08/2021,Perry,51,128,
11/02/2021,Huntingdon,29,25,76
09/20/2021,Centre,54,78,58
01/28/2021,Bedford,151,31,
08/08/2021,Lackawanna,80,62,
10/08/2021,Blair,61,74,126
10/02/2021,Washington,85,91,142
02/26/2021,Clarion,102,699,
06/03/2021,Elk,9,19,
01/05/2021,Chester,1004,6,
10/07/2021,Schuylkill,71,95,88
01/30/2021,Erie,560,179,
04/10/2021,Northumberland,253,489,
02/16/2021,Cambria,194,337,
10/31/2021,Bedford,1,2,10
02/05/2021,Out-of-State,2785,2247,
06/08/2021,York,366,806,
01/20/2021,Columbia,177,98,
01/06/2021,Lancaster,811,64,
09/04/2021,Dauphin,156,163,16
11/11/2021,Clinton,40,16,126
05/05/2021,Washington,254,1105,
07/20/2021,Philadelphia,375,246,
03/11/2021,Beaver,1085,861,
10/16/2021,Potter,14,8,15
09/09/2021,Washington,136,142,52
12/19/2020,York,226,,
05/11/2021,Philadelphia,866,1654,
04/19/2021,Philadelphia,1611,1205,
10/08/2021,Huntingdon,19,41,35
06/11/2021,Centre,96,218,
03/10/2021,Franklin,342,482,
11/16/2021,Juniata,5,6,22
04/27/2021,Washington,600,2316,
09/30/2021,Indiana,23,44,94
07/03/2021,Philadelphia,123,167,
07/31/2021,Centre,44,30,
01/11/2021,Northampton,977,390,
11/06/2021,Lackawanna,303,38,370
06/19/2021,Allegheny,551,1265,
10/25/2021,Potter,13,12,33
04/29/2021,Out-of-State,2563,3432,
04/10/2021,Adams,224,538,
07/13/2021,Indiana,21,37,
09/30/2021,Mifflin,21,20,11
06/18/2021,Cumberland,181,558,
02/20/2021,York,965,712,
10/02/2021,Butler,64,59,118
03/06/2021,Perry,426,109,
10/31/2021,Lehigh,75,58,183
10/27/2021,Bedford,24,18,134
09/17/2021,Bradford,46,51,4
03/10/2021,Montgomery,4110,2253,
12/21/2020,Mifflin,44,,
04/02/2021,Fulton,7,28,
06/18/2021,Monroe,226,405,
03/24/2021,York,2146,1762,
07/21/2021,Fayette,74,86,
02/28/2021,Blair,58,125,
11/16/2021,Franklin,126,72,370
03/09/2021,Potter,38,32,
06/29/2021,Lebanon,85,156,
03/27/2021,Juniata,37,117,
01/18/2021,Lancaster,1051,533,
12/21/2020,Westmoreland,723,,
02/06/2021,Bradford,39,3,
06/27/2021,Luzerne,54,72,
01/08/2021,Blair,337,167,
09/16/2021,Westmoreland,207,245,128
09/26/2021,Potter,7,1,1
03/13/2021,Somerset,552,196,
08/21/2021,Lancaster,244,217,44
02/22/2021,Carbon,25,210,
03/31/2021,Perry,206,113,
04/16/2021,Chester,3011,3372,
09/19/2021,Lancaster,99,134,17
03/19/2021,Bucks,3875,2426,
03/28/2021,Cambria,22,91,
10/04/2021,Juniata,7,4,3
11/06/2021,Lehigh,676,89,455
03/27/2021,Lawrence,87,132,
09/17/2021,Luzerne,226,371,172
11/03/2021,Columbia,54,18,413
05/16/2021,Allegheny,1165,1161,
07/15/2021,Monroe,65,103,
07/03/2021,Schuylkill,40,62,
07/29/2021,Beaver,94,62,
02/11/2021,Northampton,461,961,
05/06/2021,Lehigh,803,2227,
02/11/2021,Delaware,1257,1041,
01/06/2021,Northampton,606,203,
10/20/2021,Berks,185,221,374
09/03/2021,Allegheny,842,829,379
05/18/2021,Susquehanna,86,125,
06/26/2021,Bucks,284,538,
06/20/2021,Northampton,42,94,
11/06/2021,Pike,92,14,75
06/12/2021,Erie,90,421,
04/17/2021,Indiana,86,216,
09/28/2021,Washington,176,121,645
04/30/2021,Washington,726,1053,
08/23/2021,Lackawanna,150,187,88
04/02/2021,Lawrence,155,127,
06/11/2021,Elk,16,60,
03/22/2021,Washington,616,230,
08/22/2021,Wayne,12,15,4
01/12/2021,Dauphin,251,231,
01/24/2021,Snyder,91,10,
02/08/2021,Adams,188,120,
10/10/2021,Snyder,7,1,5
09/08/2021,Somerset,37,32,17
04/15/2021,Out-of-State,3104,4017,
03/20/2021,Blair,367,565,
09/07/2021,Juniata,7,19,2
07/10/2021,Erie,72,111,
07/08/2021,Union,17,11,
02/28/2021,Monroe,131,157,
01/07/2021,Allegheny,3123,1186,
08/19/2021,Wayne,29,28,8
11/07/2021,Tioga,10,1,12
12/30/2020,Lancaster,854,,
09/06/2021,Cumberland,43,63,7
08/05/2021,Cumberland,240,484,
08/12/2021,York,424,292,
12/28/2020,Indiana,113,,
03/25/2021,Venango,643,601,
06/04/2021,Beaver,184,317,
10/05/2021,Mifflin,16,17,11
10/10/2021,Cameron,,1,1
04/18/2021,Berks,943,1371,
04/06/2021,Blair,970,508,
11/10/2021,Cambria,113,51,478
07/01/2021,Lebanon,66,104,
10/01/2021,Mifflin,12,28,8
07/19/2021,Schuylkill,56,76,
03/25/2021,Lycoming,354,524,
08/23/2021,Lebanon,103,114,13
06/16/2021,Berks,495,1048,
01/13/2021,Lebanon,79,44,
07/11/2021,Beaver,32,29,
08/20/2021,Bucks,555,469,230
04/11/2021,Northampton,554,563,
09/25/2021,Mercer,65,41,82
01/27/2021,Perry,98,20,
03/30/2021,Perry,153,141,
04/29/2021,Delaware,2455,2923,
10/01/2021,Chester,363,255,623
04/05/2021,Cumberland,835,1157,
10/08/2021,Philadelphia,430,356,328
01/05/2021,Luzerne,1139,,
03/07/2021,Washington,355,57,
10/26/2021,Allegheny,1208,543,4655
02/19/2021,Cumberland,443,533,
03/27/2021,Bucks,2864,2096,
12/23/2020,Juniata,11,,
01/28/2021,Luzerne,1658,530,
02/25/2021,Philadelphia,1996,918,
03/04/2021,Washington,1483,841,
01/31/2021,Monroe,65,111,
09/23/2021,Somerset,59,51,15
04/09/2021,Venango,167,745,
10/04/2021,Forest,5,1,8
03/02/2021,Lebanon,478,292,
09/28/2021,Fayette,127,69,246
03/01/2021,Lancaster,1220,1102,
04/09/2021,Snyder,158,153,
09/22/2021,Montgomery,378,361,178
01/02/2021,Berks,509,,
06/08/2021,Northumberland,74,254,
05/28/2021,Butler,231,329,
04/19/2021,Northampton,1773,1323,
04/06/2021,Bedford,108,109,
10/20/2021,Blair,47,34,98
12/29/2020,Adams,46,,
04/16/2021,Berks,2236,1975,
02/06/2021,Centre,1508,25,
07/26/2021,Union,30,8,
03/12/2021,Dauphin,1258,986,
10/17/2021,Erie,52,47,102
03/12/2021,Snyder,186,211,
07/02/2021,Philadelphia,259,320,
05/04/2021,York,726,2199,
04/12/2021,Adams,572,613,
07/19/2021,Susquehanna,7,8,
09/01/2021,Venango,38,24,4
03/16/2021,Susquehanna,139,130,
03/02/2021,Dauphin,875,603,
09/11/2021,Schuylkill,55,86,2
03/20/2021,Delaware,4634,1403,
06/29/2021,Westmoreland,165,295,
01/23/2021,Fayette,301,79,
02/02/2021,Greene,101,10,
10/31/2021,Cameron,,,6
05/01/2021,Wyoming,65,87,
07/07/2021,Lackawanna,124,166,
12/22/2020,Northampton,574,,
09/29/2021,Tioga,34,22,40
01/03/2021,Venango,4,,
02/11/2021,Luzerne,1507,1005,
10/18/2021,Blair,41,47,110
01/19/2021,Centre,181,110,
02/19/2021,Juniata,6,89,
09/24/2021,Monroe,119,155,42
09/15/2021,Bradford,33,37,5
10/28/2021,Union,13,17,43
11/13/2021,Greene,25,5,21
06/02/2021,Allegheny,1367,2154,
02/02/2021,Wayne,59,98,
08/30/2021,Carbon,58,59,26
02/11/2021,Clinton,136,58,
01/12/2021,Pike,23,6,
02/18/2021,Somerset,161,155,
04/06/2021,Erie,876,1846,
08/12/2021,Lawrence,117,38,
01/26/2021,Clarion,119,7,
11/11/2021,Pike,62,44,107
06/20/2021,Northumberland,16,39,
10/29/2021,Butler,180,109,766
01/25/2021,Schuylkill,494,188,
07/22/2021,Centre,73,94,
05/28/2021,Huntingdon,44,101,
01/29/2021,Adams,450,95,
10/13/2021,Luzerne,191,155,348
10/12/2021,Tioga,19,16,63
02/11/2021,Pike,125,84,
04/14/2021,Mifflin,137,235,
02/22/2021,Clearfield,27,38,
01/11/2021,Potter,4,34,
05/04/2021,Lackawanna,363,1168,
02/14/2021,Centre,107,70,
04/21/2021,Wayne,149,336,
07/20/2021,Beaver,79,91,
06/16/2021,Beaver,76,271,
09/25/2021,Franklin,52,55,75
08/09/2021,Montgomery,616,497,
06/04/2021,Montgomery,1071,3429,
09/01/2021,Potter,20,3,
02/13/2021,Schuylkill,188,226,
06/05/2021,Pike,68,70,
06/07/2021,Huntingdon,7,52,
04/25/2021,Beaver,91,16,
06/25/2021,York,347,646,
04/02/2021,Pike,143,108,
04/07/2021,Franklin,373,399,
02/11/2021,Centre,789,131,
01/21/2021,Bucks,1796,621,
06/25/2021,Armstrong,22,78,
11/10/2021,Lackawanna,351,76,721
03/15/2021,Franklin,424,525,
08/14/2021,Monroe,124,99,10
11/13/2021,Mckean,31,5,34
03/18/2021,Wayne,167,212,
10/10/2021,Delaware,207,113,218
11/04/2021,Mifflin,23,17,73
08/26/2021,Centre,91,63,31
09/02/2021,Bradford,39,43,3
08/13/2021,Westmoreland,264,232,6
04/19/2021,Fayette,116,229,
09/27/2021,Jefferson,37,20,35
06/22/2021,Union,22,53,
03/28/2021,Carbon,50,132,
11/01/2021,Berks,289,198,1000
08/03/2021,Butler,168,97,
09/15/2021,Somerset,29,47,8
01/26/2021,Washington,1300,340,
09/07/2021,Centre,72,98,44
03/24/2021,Somerset,128,298,
06/25/2021,Northampton,225,378,
02/23/2021,Cambria,229,172,
06/17/2021,Armstrong,57,63,
08/21/2021,Mercer,46,58,6
11/02/2021,Venango,52,22,164
02/23/2021,Beaver,972,241,
06/23/2021,Monroe,90,308,
06/18/2021,Potter,11,46,
01/26/2021,Cambria,456,455,
03/26/2021,Montour,61,54,
06/02/2021,Wyoming,46,94,
04/20/2021,Lehigh,3393,954,
11/09/2021,Allegheny,2773,472,4352
01/22/2021,Montour,130,11,
10/25/2021,Beaver,153,90,1022
09/09/2021,Montour,11,8,
11/06/2021,Westmoreland,263,90,981
05/09/2021,Montour,1,47,
02/02/2021,Mifflin,142,73,
11/04/2021,Out-of-State,1367,275,619
09/21/2021,Clarion,17,18,8
02/18/2021,Northumberland,56,213,
06/19/2021,Pike,27,46,
02/11/2021,Somerset,417,54,
02/22/2021,Lycoming,56,133,
03/08/2021,Greene,65,300,
08/28/2021,Westmoreland,196,200,39
01/13/2021,Lycoming,131,61,
10/18/2021,Cambria,68,65,140
02/03/2021,Monroe,311,297,
04/29/2021,Columbia,267,499,
03/12/2021,Susquehanna,140,130,
06/05/2021,Adams,68,110,
10/30/2021,Forest,1,,5
03/09/2021,Lycoming,425,457,
11/05/2021,Blair,143,58,438
08/01/2021,Butler,54,24,
07/30/2021,Wayne,37,48,
11/14/2021,Northampton,144,35,157
06/04/2021,Chester,826,2554,
07/03/2021,Allegheny,343,482,
05/06/2021,Bedford,63,97,
09/06/2021,Chester,75,136,18
03/27/2021,Montour,47,52,
05/14/2021,Warren,73,71,
05/21/2021,Susquehanna,133,96,
01/06/2021,Susquehanna,213,,
03/20/2021,Bradford,41,29,
06/02/2021,Luzerne,529,771,
05/15/2021,Mifflin,200,174,
03/21/2021,Clinton,6,6,
03/09/2021,Juniata,17,80,
09/23/2021,Huntingdon,18,18,1
03/01/2021,Montgomery,2428,1990,
02/04/2021,Lebanon,257,232,
01/17/2021,Lancaster,365,115,
02/10/2021,Bedford,142,126,
02/10/2021,Somerset,283,21,
05/20/2021,Cumberland,832,1287,
07/28/2021,Butler,134,115,
08/09/2021,York,418,224,
10/03/2021,Washington,76,59,94
04/10/2021,Wyoming,80,157,
02/23/2021,Lycoming,117,153,
01/31/2021,Lancaster,323,183,
01/14/2021,Fayette,175,20,
02/08/2021,Venango,77,32,
02/09/2021,Wayne,106,76,
05/29/2021,Clearfield,48,91,
10/28/2021,Northumberland,33,30,154
11/02/2021,Lehigh,246,106,1110
04/26/2021,Elk,6,41,
01/09/2021,Out-of-State,785,173,
12/30/2020,Centre,234,1,
06/03/2021,Mifflin,20,35,
04/27/2021,Somerset,150,269,
08/26/2021,Westmoreland,249,247,92
04/12/2021,Schuylkill,403,720,
10/09/2021,Chester,225,121,421
05/17/2021,Juniata,50,20,
04/10/2021,Cumberland,758,1476,
10/20/2021,Clarion,15,7,31
04/22/2021,Westmoreland,1044,2404,
08/05/2021,Clarion,31,18,
08/03/2021,Lancaster,310,265,
05/11/2021,Bedford,25,69,
