County Name,Date of Death,Total Deaths
Luzerne,03/01/2020 12:00:00 AM,20
Bedford,04/01/2020 12:00:00 AM,22
Tioga,08/01/2020 12:00:00 AM,93
Erie,03/01/2020 12:00:00 AM,0
Greene,09/01/2021 12:00:00 AM,1408
Lawrence,08/01/2021 12:00:00 AM,7112
Cumberland,08/01/2020 12:00:00 AM,2187
Venango,08/01/2020 12:00:00 AM,12
Tioga,05/01/2020 12:00:00 AM,52
Cambria,11/01/2021 12:00:00 AM,8697
Lebanon,02/01/2021 12:00:00 AM,7098
Somerset,10/01/2021 12:00:00 AM,7668
Bradford,09/01/2020 12:00:00 AM,105
Clinton,05/01/2020 12:00:00 AM,58
Monroe,04/01/2020 12:00:00 AM,1202
Fayette,08/01/2021 12:00:00 AM,10409
Cameron,09/01/2021 12:00:00 AM,300
Sullivan,04/01/2021 12:00:00 AM,600
Bradford,12/01/2020 12:00:00 AM,1570
Dauphin,10/01/2020 12:00:00 AM,5898
Indiana,10/01/2021 12:00:00 AM,6873
Northampton,10/01/2021 12:00:00 AM,24370
Lehigh,10/01/2020 12:00:00 AM,11307
Somerset,02/01/2021 12:00:00 AM,5142
Adams,05/01/2021 12:00:00 AM,5642
Cumberland,04/01/2020 12:00:00 AM,243
Blair,09/01/2020 12:00:00 AM,521
Warren,08/01/2021 12:00:00 AM,3322
Erie,09/01/2021 12:00:00 AM,13479
Warren,04/01/2021 12:00:00 AM,3043
Huntingdon,10/01/2020 12:00:00 AM,493
Washington,08/01/2021 12:00:00 AM,9896
Philadelphia,10/01/2020 12:00:00 AM,58402
Delaware,12/01/2020 12:00:00 AM,28697
Mifflin,08/01/2021 12:00:00 AM,5673
Union,03/01/2021 12:00:00 AM,2645
Armstrong,07/01/2021 12:00:00 AM,4619
Lehigh,01/01/2021 12:00:00 AM,19894
Warren,01/01/2021 12:00:00 AM,2538
Perry,08/01/2020 12:00:00 AM,156
Franklin,10/01/2021 12:00:00 AM,13763
Lycoming,05/01/2020 12:00:00 AM,359
Potter,02/01/2021 12:00:00 AM,574
Potter,04/01/2020 12:00:00 AM,0
Lawrence,05/01/2021 12:00:00 AM,6576
Greene,11/01/2021 12:00:00 AM,962
Crawford,09/01/2021 12:00:00 AM,5073
Potter,09/01/2021 12:00:00 AM,851
Philadelphia,03/01/2021 12:00:00 AM,101544
Clearfield,04/01/2021 12:00:00 AM,4107
Washington,07/01/2020 12:00:00 AM,268
Greene,06/01/2021 12:00:00 AM,1237
Warren,10/01/2021 12:00:00 AM,3817
Susquehanna,02/01/2021 12:00:00 AM,1421
Forest,06/01/2021 12:00:00 AM,630
Carbon,05/01/2021 12:00:00 AM,5302
Cambria,05/01/2021 12:00:00 AM,13491
Lycoming,11/01/2021 12:00:00 AM,5977
Beaver,04/01/2021 12:00:00 AM,11104
Juniata,08/01/2021 12:00:00 AM,2753
Northampton,11/01/2020 12:00:00 AM,9916
Luzerne,10/01/2020 12:00:00 AM,6134
Sullivan,11/01/2021 12:00:00 AM,384
Northumberland,11/01/2020 12:00:00 AM,3670
Montgomery,10/01/2020 12:00:00 AM,27752
Lehigh,08/01/2020 12:00:00 AM,10803
Cambria,06/01/2020 12:00:00 AM,84
Huntingdon,02/01/2021 12:00:00 AM,3368
Northumberland,01/01/2021 12:00:00 AM,8686
Fayette,06/01/2021 12:00:00 AM,9875
Jefferson,03/01/2021 12:00:00 AM,2909
Columbia,04/01/2021 12:00:00 AM,3925
Franklin,07/01/2021 12:00:00 AM,11668
Juniata,06/01/2020 12:00:00 AM,154
Columbia,10/01/2020 12:00:00 AM,1269
Fulton,05/01/2020 12:00:00 AM,31
Snyder,07/01/2021 12:00:00 AM,2697
Allegheny,11/01/2021 12:00:00 AM,38823
Adams,01/01/2021 12:00:00 AM,3922
Lycoming,10/01/2021 12:00:00 AM,10835
Lebanon,10/01/2020 12:00:00 AM,2078
Wyoming,11/01/2020 12:00:00 AM,577
Fayette,12/01/2020 12:00:00 AM,2825
Lycoming,07/01/2020 12:00:00 AM,643
Delaware,04/01/2021 12:00:00 AM,40120
McKean,04/01/2020 12:00:00 AM,0
Bedford,08/01/2020 12:00:00 AM,145
Bradford,05/01/2020 12:00:00 AM,86
Berks,07/01/2020 12:00:00 AM,11344
Forest,02/01/2021 12:00:00 AM,588
Mifflin,06/01/2021 12:00:00 AM,5411
Montgomery,01/01/2021 12:00:00 AM,41893
Northampton,09/01/2021 12:00:00 AM,22740
Carbon,06/01/2021 12:00:00 AM,5285
Berks,10/01/2020 12:00:00 AM,13001
Indiana,08/01/2021 12:00:00 AM,5710
Greene,10/01/2021 12:00:00 AM,1666
Lancaster,12/01/2020 12:00:00 AM,20989
Northampton,08/01/2021 12:00:00 AM,22792
Clinton,10/01/2020 12:00:00 AM,195
Clearfield,09/01/2021 12:00:00 AM,5287
Philadelphia,06/01/2021 12:00:00 AM,113208
Wayne,01/01/2021 12:00:00 AM,1308
Lackawanna,07/01/2021 12:00:00 AM,15036
Perry,10/01/2020 12:00:00 AM,186
Clarion,11/01/2021 12:00:00 AM,2110
Armstrong,12/01/2020 12:00:00 AM,1971
Bedford,05/01/2021 12:00:00 AM,4260
Crawford,04/01/2021 12:00:00 AM,4382
Jefferson,11/01/2021 12:00:00 AM,2158
Montour,05/01/2021 12:00:00 AM,2056
Jefferson,08/01/2020 12:00:00 AM,31
Forest,01/01/2021 12:00:00 AM,471
Wayne,08/01/2021 12:00:00 AM,2609
Erie,05/01/2021 12:00:00 AM,12745
Lancaster,08/01/2020 12:00:00 AM,13269
Lawrence,08/01/2020 12:00:00 AM,567
Franklin,12/01/2020 12:00:00 AM,6007
Chester,01/01/2021 12:00:00 AM,20032
Somerset,08/01/2020 12:00:00 AM,93
Clinton,08/01/2021 12:00:00 AM,2121
Blair,10/01/2020 12:00:00 AM,867
Franklin,06/01/2021 12:00:00 AM,11192
Westmoreland,09/01/2020 12:00:00 AM,1629
Tioga,08/01/2021 12:00:00 AM,3541
Lebanon,05/01/2021 12:00:00 AM,8968
Lehigh,10/01/2021 12:00:00 AM,28856
Bedford,10/01/2020 12:00:00 AM,200
Jefferson,04/01/2021 12:00:00 AM,2933
Greene,06/01/2020 12:00:00 AM,0
McKean,05/01/2021 12:00:00 AM,2191
Venango,09/01/2021 12:00:00 AM,3308
Centre,10/01/2020 12:00:00 AM,498
Crawford,10/01/2020 12:00:00 AM,99
Jefferson,10/01/2021 12:00:00 AM,3743
Bucks,05/01/2021 12:00:00 AM,40327
Carbon,08/01/2020 12:00:00 AM,868
Mercer,02/01/2021 12:00:00 AM,6725
Warren,04/01/2020 12:00:00 AM,0
Venango,10/01/2021 12:00:00 AM,4098
Lancaster,11/01/2020 12:00:00 AM,15382
Berks,11/01/2020 12:00:00 AM,13585
Tioga,09/01/2021 12:00:00 AM,3506
Potter,04/01/2021 12:00:00 AM,683
Blair,08/01/2020 12:00:00 AM,291
Luzerne,05/01/2021 12:00:00 AM,25252
Adams,09/01/2020 12:00:00 AM,751
Allegheny,09/01/2021 12:00:00 AM,64451
Columbia,11/01/2021 12:00:00 AM,2537
Columbia,01/01/2021 12:00:00 AM,3244
Cameron,07/01/2021 12:00:00 AM,277
Montgomery,08/01/2021 12:00:00 AM,54544
Union,09/01/2021 12:00:00 AM,2802
Cambria,03/01/2021 12:00:00 AM,12667
Washington,09/01/2020 12:00:00 AM,869
Elk,03/01/2021 12:00:00 AM,1129
Cameron,03/01/2021 12:00:00 AM,124
Bradford,10/01/2021 12:00:00 AM,3638
Juniata,10/01/2021 12:00:00 AM,3548
Lebanon,06/01/2020 12:00:00 AM,1253
Bradford,06/01/2020 12:00:00 AM,90
McKean,03/01/2020 12:00:00 AM,0
Luzerne,07/01/2020 12:00:00 AM,5668
Armstrong,09/01/2021 12:00:00 AM,4857
Dauphin,08/01/2020 12:00:00 AM,5079
Lancaster,05/01/2020 12:00:00 AM,8372
Indiana,05/01/2020 12:00:00 AM,173
Blair,11/01/2020 12:00:00 AM,1745
Centre,08/01/2020 12:00:00 AM,331
Delaware,06/01/2021 12:00:00 AM,42695
Elk,12/01/2020 12:00:00 AM,436
Allegheny,08/01/2021 12:00:00 AM,64000
Juniata,01/01/2021 12:00:00 AM,2315
Allegheny,10/01/2020 12:00:00 AM,12700
Cambria,07/01/2021 12:00:00 AM,13826
Lancaster,01/01/2021 12:00:00 AM,27027
Clinton,11/01/2021 12:00:00 AM,1334
Berks,03/01/2021 12:00:00 AM,28619
Potter,07/01/2020 12:00:00 AM,0
Lancaster,04/01/2021 12:00:00 AM,33061
Luzerne,08/01/2021 12:00:00 AM,26213
Greene,03/01/2021 12:00:00 AM,1129
Jefferson,03/01/2020 12:00:00 AM,0
Elk,06/01/2020 12:00:00 AM,0
Clearfield,06/01/2021 12:00:00 AM,4636
Franklin,06/01/2020 12:00:00 AM,1304
Carbon,10/01/2021 12:00:00 AM,6127
Wyoming,10/01/2021 12:00:00 AM,1896
Cambria,11/01/2020 12:00:00 AM,1425
Adams,06/01/2021 12:00:00 AM,5614
Cambria,09/01/2021 12:00:00 AM,13955
Juniata,10/01/2020 12:00:00 AM,245
Allegheny,07/01/2021 12:00:00 AM,63104
Mercer,08/01/2021 12:00:00 AM,8375
Potter,07/01/2021 12:00:00 AM,775
Clarion,05/01/2020 12:00:00 AM,62
Clinton,06/01/2021 12:00:00 AM,2022
Clarion,04/01/2021 12:00:00 AM,2713
Greene,04/01/2021 12:00:00 AM,1174
Montgomery,04/01/2020 12:00:00 AM,5695
Somerset,07/01/2020 12:00:00 AM,44
Venango,04/01/2021 12:00:00 AM,2732
Union,08/01/2020 12:00:00 AM,99
Centre,01/01/2021 12:00:00 AM,5622
York,06/01/2021 12:00:00 AM,24900
Greene,08/01/2020 12:00:00 AM,31
Montour,01/01/2021 12:00:00 AM,1441
Montour,07/01/2020 12:00:00 AM,77
Philadelphia,02/01/2021 12:00:00 AM,87565
Beaver,09/01/2021 12:00:00 AM,12802
Lycoming,12/01/2020 12:00:00 AM,3215
Mercer,05/01/2020 12:00:00 AM,154
Clinton,03/01/2020 12:00:00 AM,0
Jefferson,11/01/2020 12:00:00 AM,172
Snyder,06/01/2020 12:00:00 AM,42
Monroe,03/01/2021 12:00:00 AM,8711
Somerset,05/01/2021 12:00:00 AM,6497
Pike,10/01/2020 12:00:00 AM,708
Lycoming,10/01/2020 12:00:00 AM,944
Somerset,03/01/2020 12:00:00 AM,0
Clinton,09/01/2021 12:00:00 AM,2098
Lehigh,11/01/2021 12:00:00 AM,15228
Luzerne,04/01/2021 12:00:00 AM,23764
Warren,09/01/2020 12:00:00 AM,30
Bucks,05/01/2020 12:00:00 AM,13844
Lehigh,11/01/2020 12:00:00 AM,11462
Tioga,09/01/2020 12:00:00 AM,90
Susquehanna,03/01/2021 12:00:00 AM,1629
Lawrence,07/01/2020 12:00:00 AM,316
Crawford,08/01/2020 12:00:00 AM,49
Lebanon,06/01/2021 12:00:00 AM,8864
Blair,07/01/2021 12:00:00 AM,10657
Lebanon,04/01/2020 12:00:00 AM,142
Erie,12/01/2020 12:00:00 AM,5577
Schuylkill,10/01/2020 12:00:00 AM,2530
Clearfield,08/01/2020 12:00:00 AM,30
Washington,06/01/2020 12:00:00 AM,180
Clinton,10/01/2021 12:00:00 AM,2292
Potter,01/01/2021 12:00:00 AM,542
Westmoreland,10/01/2020 12:00:00 AM,2597
Perry,04/01/2020 12:00:00 AM,29
Forest,10/01/2021 12:00:00 AM,743
Wyoming,01/01/2021 12:00:00 AM,1078
Westmoreland,01/01/2021 12:00:00 AM,17889
Mifflin,10/01/2020 12:00:00 AM,105
Monroe,06/01/2020 12:00:00 AM,3266
Warren,05/01/2021 12:00:00 AM,3209
Northampton,12/01/2020 12:00:00 AM,12323
Mifflin,02/01/2021 12:00:00 AM,4696
Wyoming,08/01/2020 12:00:00 AM,248
Juniata,06/01/2021 12:00:00 AM,2623
Sullivan,10/01/2021 12:00:00 AM,744
Clearfield,08/01/2021 12:00:00 AM,5123
Luzerne,04/01/2020 12:00:00 AM,1301
Huntingdon,09/01/2021 12:00:00 AM,4315
Cameron,06/01/2021 12:00:00 AM,224
Perry,07/01/2021 12:00:00 AM,3131
Forest,12/01/2020 12:00:00 AM,114
Wayne,03/01/2020 12:00:00 AM,0
Franklin,03/01/2020 12:00:00 AM,0
Bucks,08/01/2020 12:00:00 AM,18499
Union,01/01/2021 12:00:00 AM,2071
Philadelphia,09/01/2021 12:00:00 AM,117247
Westmoreland,04/01/2020 12:00:00 AM,522
Potter,08/01/2021 12:00:00 AM,790
Cambria,04/01/2020 12:00:00 AM,51
York,03/01/2020 12:00:00 AM,0
Monroe,08/01/2021 12:00:00 AM,10102
Fulton,03/01/2021 12:00:00 AM,458
Westmoreland,11/01/2021 12:00:00 AM,15006
Clarion,03/01/2021 12:00:00 AM,2730
Adams,03/01/2021 12:00:00 AM,4889
Somerset,08/01/2021 12:00:00 AM,6796
Wayne,06/01/2021 12:00:00 AM,2493
Cameron,08/01/2020 12:00:00 AM,0
Potter,06/01/2021 12:00:00 AM,750
Dauphin,08/01/2021 12:00:00 AM,17832
Sullivan,05/01/2021 12:00:00 AM,620
Potter,03/01/2020 12:00:00 AM,0
Bucks,09/01/2021 12:00:00 AM,41201
Northumberland,04/01/2020 12:00:00 AM,13
Jefferson,05/01/2020 12:00:00 AM,0
Susquehanna,09/01/2021 12:00:00 AM,1879
Blair,04/01/2021 12:00:00 AM,9578
Bedford,04/01/2021 12:00:00 AM,3952
Huntingdon,05/01/2021 12:00:00 AM,4102
Indiana,11/01/2021 12:00:00 AM,3963
Indiana,12/01/2020 12:00:00 AM,2985
Forest,11/01/2020 12:00:00 AM,30
Cambria,02/01/2021 12:00:00 AM,10932
Pike,08/01/2020 12:00:00 AM,682
Warren,08/01/2020 12:00:00 AM,31
Armstrong,10/01/2020 12:00:00 AM,622
Snyder,10/01/2020 12:00:00 AM,457
Centre,10/01/2021 12:00:00 AM,7568
Bedford,06/01/2021 12:00:00 AM,4232
Cumberland,10/01/2020 12:00:00 AM,2406
Snyder,01/01/2021 12:00:00 AM,1910
York,03/01/2021 12:00:00 AM,23215
McKean,08/01/2021 12:00:00 AM,2330
Allegheny,08/01/2020 12:00:00 AM,9289
Bradford,07/01/2021 12:00:00 AM,2978
Elk,09/01/2020 12:00:00 AM,60
Fayette,09/01/2021 12:00:00 AM,10471
Bucks,10/01/2021 12:00:00 AM,43894
Juniata,03/01/2020 12:00:00 AM,0
Susquehanna,08/01/2020 12:00:00 AM,837
Montgomery,09/01/2021 12:00:00 AM,53657
Armstrong,08/01/2021 12:00:00 AM,4652
Centre,04/01/2021 12:00:00 AM,6537
Schuylkill,01/01/2021 12:00:00 AM,9701
Lawrence,09/01/2021 12:00:00 AM,7307
Perry,07/01/2020 12:00:00 AM,155
Westmoreland,07/01/2020 12:00:00 AM,1318
Wayne,06/01/2020 12:00:00 AM,270
Bedford,05/01/2020 12:00:00 AM,57
Huntingdon,01/01/2021 12:00:00 AM,3256
Clinton,12/01/2020 12:00:00 AM,687
Lackawanna,06/01/2021 12:00:00 AM,14450
Montour,09/01/2020 12:00:00 AM,150
Venango,05/01/2020 12:00:00 AM,0
Monroe,09/01/2021 12:00:00 AM,10292
Chester,11/01/2020 12:00:00 AM,11849
McKean,05/01/2020 12:00:00 AM,27
Montgomery,07/01/2020 12:00:00 AM,26495
Potter,12/01/2020 12:00:00 AM,326
Washington,09/01/2021 12:00:00 AM,10272
Snyder,09/01/2021 12:00:00 AM,2784
Elk,04/01/2021 12:00:00 AM,1155
Cumberland,09/01/2021 12:00:00 AM,16813
Northumberland,08/01/2021 12:00:00 AM,11440
Northampton,06/01/2021 12:00:00 AM,21679
Wyoming,02/01/2021 12:00:00 AM,1127
Philadelphia,11/01/2021 12:00:00 AM,65040
Allegheny,02/01/2021 12:00:00 AM,47651
Berks,09/01/2021 12:00:00 AM,32428
York,04/01/2020 12:00:00 AM,176
Greene,07/01/2020 12:00:00 AM,2
Clinton,02/01/2021 12:00:00 AM,1601
Elk,07/01/2020 12:00:00 AM,41
Lehigh,02/01/2021 12:00:00 AM,21063
Bradford,04/01/2021 12:00:00 AM,2543
Snyder,10/01/2021 12:00:00 AM,3117
Philadelphia,08/01/2021 12:00:00 AM,118744
Wyoming,07/01/2020 12:00:00 AM,228
Monroe,03/01/2020 12:00:00 AM,46
Philadelphia,01/01/2021 12:00:00 AM,88461
Venango,03/01/2020 12:00:00 AM,0
Snyder,06/01/2021 12:00:00 AM,2587
Bradford,02/01/2021 12:00:00 AM,2098
Bucks,07/01/2021 12:00:00 AM,41607
Union,12/01/2020 12:00:00 AM,994
Forest,05/01/2020 12:00:00 AM,0
Lackawanna,06/01/2020 12:00:00 AM,5998
Snyder,09/01/2020 12:00:00 AM,150
Cambria,10/01/2020 12:00:00 AM,245
Carbon,09/01/2020 12:00:00 AM,840
Erie,10/01/2020 12:00:00 AM,1192
Montour,06/01/2021 12:00:00 AM,2010
Snyder,08/01/2020 12:00:00 AM,69
Mercer,09/01/2020 12:00:00 AM,578
Clinton,04/01/2021 12:00:00 AM,1887
Westmoreland,06/01/2021 12:00:00 AM,23350
Bedford,09/01/2021 12:00:00 AM,4488
Somerset,09/01/2021 12:00:00 AM,6738
Adams,02/01/2021 12:00:00 AM,4139
Blair,05/01/2020 12:00:00 AM,20
Monroe,05/01/2020 12:00:00 AM,2889
Mercer,10/01/2020 12:00:00 AM,852
Indiana,03/01/2020 12:00:00 AM,0
Cumberland,11/01/2021 12:00:00 AM,10238
Warren,02/01/2021 12:00:00 AM,2747
Chester,05/01/2020 12:00:00 AM,7537
Lycoming,02/01/2021 12:00:00 AM,6818
Chester,03/01/2020 12:00:00 AM,0
Lycoming,06/01/2021 12:00:00 AM,8865
Montour,09/01/2021 12:00:00 AM,2028
Lancaster,03/01/2021 12:00:00 AM,33224
Montour,10/01/2020 12:00:00 AM,277
Monroe,02/01/2021 12:00:00 AM,7262
Washington,03/01/2021 12:00:00 AM,8557
Adams,07/01/2020 12:00:00 AM,497
Dauphin,06/01/2021 12:00:00 AM,16776
Cambria,06/01/2021 12:00:00 AM,13318
Huntingdon,07/01/2020 12:00:00 AM,124
Elk,05/01/2020 12:00:00 AM,0
Mifflin,03/01/2021 12:00:00 AM,5424
Clarion,09/01/2021 12:00:00 AM,3085
York,08/01/2020 12:00:00 AM,3528
Juniata,07/01/2021 12:00:00 AM,2728
Jefferson,06/01/2021 12:00:00 AM,3060
Potter,08/01/2020 12:00:00 AM,0
Lehigh,07/01/2020 12:00:00 AM,10339
Somerset,10/01/2020 12:00:00 AM,93
Forest,07/01/2021 12:00:00 AM,651
Clarion,01/01/2021 12:00:00 AM,2089
Franklin,07/01/2020 12:00:00 AM,1454
Northumberland,07/01/2020 12:00:00 AM,340
Northampton,04/01/2020 12:00:00 AM,1316
Pike,06/01/2021 12:00:00 AM,1620
Pike,05/01/2020 12:00:00 AM,538
Northumberland,08/01/2020 12:00:00 AM,812
Lebanon,01/01/2021 12:00:00 AM,6330
Crawford,03/01/2020 12:00:00 AM,0
Potter,10/01/2020 12:00:00 AM,22
Perry,06/01/2021 12:00:00 AM,3017
Union,09/01/2020 12:00:00 AM,180
Wyoming,10/01/2020 12:00:00 AM,255
Bucks,11/01/2021 12:00:00 AM,23267
Luzerne,03/01/2021 12:00:00 AM,23650
Adams,11/01/2020 12:00:00 AM,1238
Cameron,03/01/2020 12:00:00 AM,0
Wayne,07/01/2021 12:00:00 AM,2604
Mercer,06/01/2021 12:00:00 AM,7907
Fulton,11/01/2020 12:00:00 AM,159
Lancaster,06/01/2020 12:00:00 AM,10415
Wayne,09/01/2021 12:00:00 AM,2772
Butler,05/01/2020 12:00:00 AM,352
Chester,04/01/2020 12:00:00 AM,2031
Butler,01/01/2021 12:00:00 AM,9679
Delaware,11/01/2020 12:00:00 AM,23856
Susquehanna,04/01/2020 12:00:00 AM,150
Jefferson,12/01/2020 12:00:00 AM,1158
Schuylkill,05/01/2021 12:00:00 AM,12539
Mercer,01/01/2021 12:00:00 AM,6641
Bucks,12/01/2020 12:00:00 AM,26219
Monroe,04/01/2021 12:00:00 AM,8893
Indiana,03/01/2021 12:00:00 AM,5039
Fayette,01/01/2021 12:00:00 AM,6754
Jefferson,01/01/2021 12:00:00 AM,2319
Centre,03/01/2021 12:00:00 AM,6627
Lancaster,08/01/2021 12:00:00 AM,36682
Berks,08/01/2021 12:00:00 AM,32548
Dauphin,07/01/2021 12:00:00 AM,17472
Lebanon,05/01/2020 12:00:00 AM,774
Sullivan,09/01/2020 12:00:00 AM,0
Union,06/01/2020 12:00:00 AM,56
Monroe,08/01/2020 12:00:00 AM,4065
Berks,10/01/2021 12:00:00 AM,35164
Blair,08/01/2021 12:00:00 AM,10710
Dauphin,01/01/2021 12:00:00 AM,13118
Cambria,12/01/2020 12:00:00 AM,6787
Wyoming,03/01/2020 12:00:00 AM,0
Luzerne,09/01/2021 12:00:00 AM,26025
Berks,01/01/2021 12:00:00 AM,22810
Lehigh,09/01/2021 12:00:00 AM,26967
Schuylkill,06/01/2021 12:00:00 AM,12392
Northampton,05/01/2021 12:00:00 AM,22167
Carbon,02/01/2021 12:00:00 AM,4046
Jefferson,07/01/2020 12:00:00 AM,31
Armstrong,09/01/2020 12:00:00 AM,516
Greene,01/01/2021 12:00:00 AM,865
Erie,08/01/2021 12:00:00 AM,13257
Butler,08/01/2021 12:00:00 AM,13362
Juniata,11/01/2020 12:00:00 AM,368
York,07/01/2021 12:00:00 AM,26066
Mercer,03/01/2021 12:00:00 AM,7678
Adams,11/01/2021 12:00:00 AM,3797
Indiana,07/01/2021 12:00:00 AM,5642
Centre,08/01/2021 12:00:00 AM,7140
Erie,11/01/2021 12:00:00 AM,8199
Beaver,07/01/2020 12:00:00 AM,2608
Crawford,07/01/2021 12:00:00 AM,4859
Allegheny,06/01/2021 12:00:00 AM,60685
Centre,07/01/2020 12:00:00 AM,287
Cumberland,05/01/2020 12:00:00 AM,1393
Perry,12/01/2020 12:00:00 AM,801
Huntingdon,08/01/2020 12:00:00 AM,146
Susquehanna,07/01/2020 12:00:00 AM,800
Sullivan,05/01/2020 12:00:00 AM,0
Berks,02/01/2021 12:00:00 AM,24772
Fulton,11/01/2021 12:00:00 AM,560
Venango,06/01/2020 12:00:00 AM,0
McKean,06/01/2020 12:00:00 AM,30
Cambria,05/01/2020 12:00:00 AM,62
Cumberland,07/01/2021 12:00:00 AM,16383
Crawford,07/01/2020 12:00:00 AM,31
Lackawanna,12/01/2020 12:00:00 AM,8030
Chester,08/01/2021 12:00:00 AM,26115
Monroe,05/01/2021 12:00:00 AM,9718
Snyder,11/01/2020 12:00:00 AM,587
Lawrence,10/01/2021 12:00:00 AM,8108
Blair,02/01/2021 12:00:00 AM,8307
Cameron,07/01/2020 12:00:00 AM,0
Somerset,12/01/2020 12:00:00 AM,1917
Armstrong,03/01/2021 12:00:00 AM,3716
Lackawanna,10/01/2021 12:00:00 AM,16016
Potter,09/01/2020 12:00:00 AM,0
Luzerne,02/01/2021 12:00:00 AM,20212
Cameron,02/01/2021 12:00:00 AM,112
Clearfield,06/01/2020 12:00:00 AM,0
Bucks,02/01/2021 12:00:00 AM,31144
Fayette,08/01/2020 12:00:00 AM,179
Schuylkill,04/01/2020 12:00:00 AM,128
Wyoming,07/01/2021 12:00:00 AM,1674
Lebanon,11/01/2021 12:00:00 AM,5542
Tioga,12/01/2020 12:00:00 AM,1571
Greene,09/01/2020 12:00:00 AM,30
McKean,04/01/2021 12:00:00 AM,2003
Beaver,11/01/2020 12:00:00 AM,4534
Franklin,05/01/2021 12:00:00 AM,11401
Schuylkill,03/01/2020 12:00:00 AM,0
Venango,02/01/2021 12:00:00 AM,2235
Butler,04/01/2020 12:00:00 AM,174
York,12/01/2020 12:00:00 AM,11353
York,08/01/2021 12:00:00 AM,26404
Pike,02/01/2021 12:00:00 AM,1310
Potter,05/01/2020 12:00:00 AM,0
Wyoming,04/01/2020 12:00:00 AM,39
Somerset,01/01/2021 12:00:00 AM,4789
Crawford,10/01/2021 12:00:00 AM,5748
Forest,04/01/2021 12:00:00 AM,630
Elk,09/01/2021 12:00:00 AM,1431
Lawrence,06/01/2020 12:00:00 AM,270
Clearfield,05/01/2020 12:00:00 AM,0
Montgomery,11/01/2021 12:00:00 AM,30027
Bradford,11/01/2021 12:00:00 AM,2034
Franklin,02/01/2021 12:00:00 AM,8859
York,01/01/2021 12:00:00 AM,18452
Delaware,07/01/2020 12:00:00 AM,21724
Lehigh,04/01/2020 12:00:00 AM,1384
Schuylkill,10/01/2021 12:00:00 AM,14420
Carbon,01/01/2021 12:00:00 AM,3496
Mifflin,09/01/2020 12:00:00 AM,49
Adams,08/01/2021 12:00:00 AM,5911
Delaware,08/01/2020 12:00:00 AM,22880
Dauphin,02/01/2021 12:00:00 AM,13667
Mercer,09/01/2021 12:00:00 AM,8616
Westmoreland,12/01/2020 12:00:00 AM,11511
Butler,02/01/2021 12:00:00 AM,10201
Mifflin,07/01/2020 12:00:00 AM,31
Armstrong,11/01/2020 12:00:00 AM,1139
Philadelphia,03/01/2020 12:00:00 AM,82
Columbia,08/01/2020 12:00:00 AM,1085
Schuylkill,08/01/2020 12:00:00 AM,1662
Union,08/01/2021 12:00:00 AM,2822
Blair,06/01/2021 12:00:00 AM,10232
Pike,03/01/2020 12:00:00 AM,7
Huntingdon,03/01/2021 12:00:00 AM,3879
Lancaster,07/01/2020 12:00:00 AM,12269
Lebanon,07/01/2021 12:00:00 AM,9230
Cameron,11/01/2020 12:00:00 AM,0
Luzerne,12/01/2020 12:00:00 AM,13238
Monroe,06/01/2021 12:00:00 AM,9630
Union,04/01/2020 12:00:00 AM,9
Allegheny,05/01/2020 12:00:00 AM,4816
Lycoming,06/01/2020 12:00:00 AM,567
Huntingdon,11/01/2020 12:00:00 AM,1509
Mifflin,04/01/2020 12:00:00 AM,20
Montgomery,12/01/2020 12:00:00 AM,33928
Elk,03/01/2020 12:00:00 AM,0
Schuylkill,03/01/2021 12:00:00 AM,11800
Mercer,05/01/2021 12:00:00 AM,7995
Lancaster,04/01/2020 12:00:00 AM,2617
York,09/01/2021 12:00:00 AM,26782
Franklin,09/01/2020 12:00:00 AM,1518
Adams,04/01/2021 12:00:00 AM,5024
Jefferson,02/01/2021 12:00:00 AM,2474
Lebanon,08/01/2020 12:00:00 AM,1752
Susquehanna,06/01/2021 12:00:00 AM,1860
Armstrong,05/01/2020 12:00:00 AM,104
Clarion,11/01/2020 12:00:00 AM,214
Beaver,07/01/2021 12:00:00 AM,12145
Bradford,03/01/2021 12:00:00 AM,2490
Greene,08/01/2021 12:00:00 AM,1316
Clearfield,11/01/2021 12:00:00 AM,3453
Cameron,01/01/2021 12:00:00 AM,121
Snyder,04/01/2020 12:00:00 AM,0
Erie,05/01/2020 12:00:00 AM,119
Columbia,11/01/2020 12:00:00 AM,1401
Northumberland,10/01/2021 12:00:00 AM,12493
Union,07/01/2020 12:00:00 AM,62
Crawford,11/01/2021 12:00:00 AM,3222
Franklin,03/01/2021 12:00:00 AM,10381
Bucks,01/01/2021 12:00:00 AM,31126
Huntingdon,06/01/2021 12:00:00 AM,4050
Monroe,07/01/2021 12:00:00 AM,9986
Beaver,06/01/2021 12:00:00 AM,11665
Lawrence,03/01/2020 12:00:00 AM,7
Juniata,04/01/2021 12:00:00 AM,2496
Clarion,12/01/2020 12:00:00 AM,1012
Snyder,03/01/2021 12:00:00 AM,2566
Bradford,09/01/2021 12:00:00 AM,3133
Montour,03/01/2020 12:00:00 AM,0
Snyder,02/01/2021 12:00:00 AM,2199
Erie,10/01/2021 12:00:00 AM,14855
Juniata,12/01/2020 12:00:00 AM,1225
Wayne,05/01/2021 12:00:00 AM,2482
Sullivan,07/01/2020 12:00:00 AM,0
